Id;NombreEstacion;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
198;PORTOVIEJO;Colon;-804.598;-10.38;46;1971;30,8;134,4;34;23;35;35;0,1;0,1;3,3;1,3;5,6
199;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1972;75,8;197,9;21;20;25;44;20,5;6,3;3,6;1,5;6
200;PORTOVIEJO;12 de Marzo;-804.597;-10.379;46;1973;183,1;177,1;28;18;33;36;1,8;1,8;2,9;0;6,2
201;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;1974;24;114,7;21;24;32;54;0,6;0,1;1,8;4,4;5,6
202;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;46;1975;213,9;247,4;25;16;13;29;0,4;0,7;14,7;18,7;5,8
203;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;1976;192,3;121,2;29;23;32;36;7,6;0;3,2;0,2;5,5
204;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1977;36,2;126,2;26;17;17;55;0;0,1;8,9;0,3;5,7
205;PORTOVIEJO;12 de Marzo;-804.597;-10.379;46;1978;54,6;96,8;17;20;14;39;1,1;0;0,4;0;5,6
206;PORTOVIEJO;San Pablo;-804.604;-10.385;46;1979;37,5;151;21;22;27;39;0,9;1;0,7;0;5,8
207;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;1980;39,1;33,1;18;22;26;42;0;0;0;0,3;5,6
208;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;1981;49,8;95,6;34;23;28;47;0;0,2;0,1;2,3;5,9
209;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;1982;20;7,3;23;19;26;53;0;0;1,1;35,2;5,7
210;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1983;271,3;125;20;16;35;46;231,6;23,4;46,8;1,7;5,7
211;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1984;1,7;202,6;30;21;28;25;0,6;0;0;0,1;6,2
212;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;46;1985;40,3;78;35;22;15;53;0;0;0;0,3;6,1
213;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1986;277,6;44,2;23;20;28;52;0,7;0;0;3,5;5,9
214;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;1987;70,6;333,3;18;16;19;36;0,8;16,5;1,5;0,1;5,6
215;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1988;0;96,9;31;18;32;26;1;0,2;12,2;0;6,1
216;PORTOVIEJO;12 de Marzo;-804.597;-10.379;46;1989;232,3;164;19;22;12;33;0,1;0;6,1;0,9;6,1
217;PORTOVIEJO;San Pablo;-804.604;-10.385;46;1990;32,2;76,3;33;24;27;42;0;0;0;0;6
218;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;1991;57,2;95,9;26;24;15;37;0;0,2;1,9;0;5,9
219;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;1992;106,6;139,3;35;22;15;48;0,5;0;0;0;6,1
220;PORTOVIEJO;18 de Octubre;-804.599;-10.377;46;1993;30,6;181,9;28;18;31;29;0;0;0,1;0,4;5,6
221;PORTOVIEJO;18 de Octubre;-804.599;-10.377;46;1994;72,6;56,8;17;21;31;39;0;0;0,4;2,5;5,8
222;PORTOVIEJO;Picoza;-804.601;-10.382;46;1995;139,5;153,2;29;18;21;50;1,2;3;0;0,1;6,1
223;PORTOVIEJO;Colon;-804.598;-10.38;46;1996;46,8;91,2;32;19;13;46;0,8;0;0;0;5,9
224;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;1997;71,9;128,4;25;21;31;37;50;65;68,5;55,1;6,2
225;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;1998;298,9;357,6;34;17;18;28;20,6;0,2;0,2;0;5,9
226;PORTOVIEJO;San Pablo;-804.604;-10.385;46;1999;29,6;322,7;28;16;35;32;0,2;2,3;0,1;0,5;6,1
227;PORTOVIEJO;Picoza;-804.601;-10.382;46;2000;89,7;76,3;23;18;30;49;0,1;0,2;0,5;0;6,1
228;PORTOVIEJO;12 de Marzo;-804.597;-10.379;46;2001;242,9;122;32;18;16;35;0,2;0;0;0;5,9
229;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;2002;60,9;233,7;22;16;22;29;0;0,2;0;1,5;5,9
230;PORTOVIEJO;Picoza;-804.601;-10.382;46;2003;59,3;181,5;35;20;18;32;0,1;0;0;0,1;5,7
231;PORTOVIEJO;Andres de Vera;-804.596;-10.378;46;2004;24,1;131,6;22;22;30;47;0;0;1,7;1,4;5,5
232;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;2005;64,1;153,7;34;24;28;41;0,1;0;0;0;5,6
233;PORTOVIEJO;Picoza;-804.601;-10.382;46;2006;60,7;157,9;20;16;30;33;0;1,2;0;0;5,5
234;PORTOVIEJO;Picoza;-804.601;-10.382;46;2007;99,3;26,6;18;22;34;40;2,8;;0;1,5;5,5
235;PORTOVIEJO;18 de Octubre;-804.599;-10.377;46;2008;222,9;236,4;28;21;19;32;4,6;0,5;0,6;1,4;6
236;PORTOVIEJO;Colon;-804.598;-10.38;46;2009;98,1;92,5;32;20;32;51;0;11,6;0;0;5,6
237;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;2010;115,3;126,5;18;18;26;36;3,9;0,1;0,6;0;6
238;PORTOVIEJO;Colon;-804.598;-10.38;46;2011;63,1;122,4;17;19;21;42;4,5;0;0,1;1,3;5,5
239;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;2012;212,4;295,7;20;18;14;51;0;0;0;0;5,7
240;PORTOVIEJO;San Pablo;-804.604;-10.385;46;2013;131,5;102,5;20;24;27;45;0;0,3;0,3;10;5,9
241;PORTOVIEJO;18 de Octubre;-804.599;-10.377;46;2014;62,2;76,2;24;19;25;45;0,3;0;1,5;0;6
242;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;2015;28,9;115,9;31;19;30;38;7,3;0,2;0,5;5,1;5,5
243;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;2016;124,9;131,4;35;22;31;33;0,8;0;0,9;0,1;5,6
244;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;46;2017;96,3;296,1;27;19;23;47;0,2;1,8;0;8,5;6
245;PORTOVIEJO;Portoviejo;-804.596;-10.383;46;2018;22,3;194,7;19;24;14;54;0,1;0;0,2;0;5,7
246;PORTOVIEJO;Colon;-804.598;-10.38;46;2019;72,2;177,3;35;23;23;29;5,1;;;;6,1
247;PORTOVIEJO;Colon;-804.598;-10.38;120;1960;400,4;528,4;33;24;15;41;20,1;4,7;0,5;1,1;5,9
248;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1961;471,1;530,8;29;24;21;43;2,2;1,3;0,5;106,9;6,1
249;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;1962;587;503,1;35;24;22;42;0,3;4,5;1,6;0,4;5,7
250;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;1963;476,9;363,1;34;22;35;49;0;0;1,2;2,3;5,7
251;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1964;627,7;350;21;22;23;35;4,8;6,9;0,3;11,6;6,1
252;PORTOVIEJO;Picoza;-804.601;-10.382;120;1965;413,2;451,5;31;19;22;47;0,5;0,9;36,3;14,7;5,7
253;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1966;510,7;507,4;25;22;15;36;1,1;15,8;5,2;29,1;6,1
254;PORTOVIEJO;12 de Marzo;-804.597;-10.379;120;1967;591,1;636,2;32;20;34;52;14,9;3,3;2,4;14;5,6
255;PORTOVIEJO;Colon;-804.598;-10.38;120;1968;384,6;195,3;27;20;23;47;0,1;40,3;13,4;5,1;6,1
256;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1969;253;238,7;27;20;29;34;6,3;8;21;6,4;5,9
257;PORTOVIEJO;Colon;-804.598;-10.38;120;1970;258,5;239,1;20;24;35;54;1,7;1,4;4,4;17,6;5,8
258;PORTOVIEJO;Picoza;-804.601;-10.382;120;1971;258,8;576,8;21;24;18;43;0,5;1,3;18,4;65,7;6
259;PORTOVIEJO;San Pablo;-804.604;-10.385;120;1972;418;507,8;26;17;34;50;38,4;106,3;159,6;37,2;5,6
260;PORTOVIEJO;12 de Marzo;-804.597;-10.379;120;1973;378,4;393,2;32;22;25;46;4,2;4,3;21,4;10,1;6,1
261;PORTOVIEJO;Colon;-804.598;-10.38;120;1974;181,6;354,5;30;22;35;54;1,5;1,1;14,6;16,9;5,7
262;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;1975;570,2;656,5;25;21;12;48;8,8;6,9;1,8;20,6;5,8
263;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;1976;506,4;586,3;30;18;14;40;5,8;5,2;5,2;26,6;5,7
264;PORTOVIEJO;Andres de Vera;-804.596;-10.378;120;1977;410,7;326,4;18;24;33;53;3;0,9;30,7;6,2;5,7
265;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;1978;316,8;376,2;30;16;27;46;4,6;0,9;13,6;4,4;5,7
266;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;1979;172;349,7;31;16;26;31;0,2;0,6;7,6;9,7;5,7
267;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;1980;338,2;478,1;18;21;18;54;1;1,4;3;7,4;5,8
268;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;1981;245,4;458;18;24;31;37;13,3;1,3;8,6;1,3;5,7
269;PORTOVIEJO;12 de Marzo;-804.597;-10.379;120;1982;488,1;284,7;33;20;15;38;1;2,3;11,2;130,6;6
270;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;1983;850,3;599;30;17;28;25;547,5;96,7;144,1;29,8;5,8
271;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;1984;119,4;552,1;31;18;26;25;2,4;4,9;13,1;5,3;5,9
272;PORTOVIEJO;Andres de Vera;-804.596;-10.378;120;1985;270,6;257,6;27;19;32;46;1,2;4,6;39;1,6;5,7
273;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;1986;625,2;370,6;28;16;19;43;1,7;3,5;5,6;69;5,7
274;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1987;505,1;380,6;21;18;35;43;2;55,5;12,1;10,2;5,7
275;PORTOVIEJO;Picoza;-804.601;-10.382;120;1988;423,6;513,1;29;22;34;33;4,6;3,6;15,5;8,1;5,8
276;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1989;459,4;487,7;22;21;25;39;7,8;0,7;1,6;30,5;5,7
277;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;1990;184;558,9;25;24;32;34;7,9;0;0,8;19,3;6
278;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;1991;292,6;653,2;35;24;35;45;1,1;0,3;0,8;6,4;5,6
279;PORTOVIEJO;San Pablo;-804.604;-10.385;120;1992;543;443,4;29;16;24;52;21;0,9;7,3;4,4;5,5
280;PORTOVIEJO;Picoza;-804.601;-10.382;120;1993;427;656,4;17;21;17;32;1,4;5,3;6,8;26,6;5,6
281;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;1994;441,2;414,9;28;22;35;55;0,2;0,1;2,7;73,5;6,1
282;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;1995;439,8;266,6;17;16;23;25;19,2;9;2,1;10,6;5,5
283;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;1996;280,3;481,7;26;18;24;46;12,3;8,1;0,3;2,7;6
284;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;1997;256,1;411,5;18;22;31;44;345,5;116,8;388,1;206,3;6,1
285;PORTOVIEJO;Picoza;-804.601;-10.382;120;1998;1012;669;19;22;16;45;130,7;7,3;6,1;11,8;6,2
286;PORTOVIEJO;Andres de Vera;-804.596;-10.378;120;1999;135,3;569,3;28;19;20;35;5,6;1;99,9;13,3;5,9
287;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;2000;239,9;281,2;30;19;22;46;0,3;2,5;7,7;7,1;5,7
288;PORTOVIEJO;Colon;-804.598;-10.38;120;2001;618,1;288,2;19;17;20;51;2,5;0;1,1;0,3;6,2
289;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;2002;145,3;540,1;17;16;16;48;2,8;0,6;1,9;18,9;6
290;PORTOVIEJO;Colon;-804.598;-10.38;120;2003;446,6;386,7;25;17;16;45;34,8;8,8;1,1;73,1;6,1
291;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;2004;236,5;204,2;32;22;17;35;5,1;2;18,1;13,8;5,5
292;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;2005;227;245,7;32;22;21;26;3,7;0,5;2;1,3;6,2
293;PORTOVIEJO;Andres de Vera;-804.596;-10.378;120;2006;263,5;629,5;23;19;26;36;5,9;9,2;11,2;4;6,2
294;PORTOVIEJO;Picoza;-804.601;-10.382;120;2007;242,9;272,9;30;18;24;40;19,8;0,7;0,5;1,4;6,2
295;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;2008;535,3;490,2;19;18;23;44;7,8;67,2;10,8;13,6;5,9
296;PORTOVIEJO;San Pablo;-804.604;-10.385;120;2009;301,5;288,4;31;16;12;32;1,4;0,6;0,3;6;5,8
297;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;2010;389;835,3;18;24;34;35;31,8;1,5;13,8;1,1;5,9
298;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;2011;369,6;490,5;28;22;21;44;47,3;1,1;4,2;4,2;5,6
299;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;120;2012;636,8;782,6;34;21;22;43;1,8;1,3;0,9;6,1;5,8
300;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;2013;424,7;491,6;35;18;25;27;0,6;2,2;4,9;6,7;6
301;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;2014;343,7;398,2;20;19;24;33;4,9;0,9;12,5;60;6,1
302;PORTOVIEJO;18 de Octubre;-804.599;-10.377;120;2015;419,5;553,5;22;24;19;47;32,1;1;1,2;85,3;5,8
303;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;120;2016;423,2;383,7;23;23;19;34;2,4;1,9;28,2;3,4;5,6
304;PORTOVIEJO;Colon;-804.598;-10.38;120;2017;539,7;577,3;30;18;14;31;0,3;4,6;2,2;30;6,1
305;PORTOVIEJO;12 de Marzo;-804.597;-10.379;120;2018;132;550,7;23;19;18;46;3;0,5;0,8;0,8;6,1
306;PORTOVIEJO;Portoviejo;-804.596;-10.383;120;2019;430,6;750,8;17;16;34;26;10,8;0,8;23,4;5;6,2
307;PORTOVIEJO;18 de Octubre;-804.599;-10.377;185;1961;;;;18;24;43;;;;;5,5
308;PORTOVIEJO;Portoviejo;-804.596;-10.383;185;1976;223,6;153,3;24;20;14;28;315,4;;;;5,8
309;PORTOVIEJO;12 de Marzo;-804.597;-10.379;185;1977;;180,5;18;23;17;50;205,4;439,9;396;527,6;5,6
310;PORTOVIEJO;Picoza;-804.601;-10.382;185;1978;166,2;128,1;21;17;12;36;355,3;210,1;148,1;227,7;6,1
311;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;185;1979;68,8;44;24;22;28;54;355,6;157,5;158,7;118,9;5,6
312;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;185;1980;134,7;31,2;22;22;22;46;249,6;301,3;217,2;310,9;6,1
313;PORTOVIEJO;Andres de Vera;-804.596;-10.378;185;1981;98,4;280,8;22;23;33;47;215,9;275,7;206,7;;5,9
314;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;185;1982;94,9;288,5;29;16;18;44;273;273,7;325,3;262,2;6,1
315;PORTOVIEJO;Portoviejo;-804.596;-10.383;185;1983;;;21;19;18;45;114,6;65;190,7;230,8;5,6
316;PORTOVIEJO;Picoza;-804.601;-10.382;185;1984;205,5;292,3;35;16;13;31;202,5;355,6;234,4;128,7;6,1
317;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;185;1985;0;149,1;19;19;13;31;410,2;201,7;195,1;171,1;5,7
318;PORTOVIEJO;18 de Octubre;-804.599;-10.377;185;1986;128,4;208,1;23;23;25;43;378,7;182,4;311,7;;6,1
319;PORTOVIEJO;San Pablo;-804.604;-10.385;185;1987;340,2;526,1;25;19;20;43;355,2;222,4;199;318,9;5,6
320;PORTOVIEJO;18 de Octubre;-804.599;-10.377;185;1988;181,3;166,3;35;19;13;54;270;183,7;187;168,8;6
321;PORTOVIEJO;Portoviejo;-804.596;-10.383;185;1989;217,7;181,2;34;18;15;36;248,9;229,1;275,4;196;5,6
322;PORTOVIEJO;Portoviejo;-804.596;-10.383;185;1990;187,4;84,5;33;18;31;25;196;231,1;214,2;212,7;5,6
323;PORTOVIEJO;San Pablo;-804.604;-10.385;185;1991;51,1;186,9;33;22;33;41;317;112,8;142,8;149,7;6
324;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;185;1992;52,9;86,1;34;17;14;44;284,7;202,1;162,2;246,1;5,6
325;PORTOVIEJO;18 de Octubre;-804.599;-10.377;185;1993;104,4;203,3;25;24;12;34;328,8;247,8;332,6;336,9;6,1
326;PORTOVIEJO;Portoviejo;-804.596;-10.383;185;1994;35,5;146,3;29;19;21;26;314,6;172,9;291,6;143,3;5,6
327;PORTOVIEJO;San Pablo;-804.604;-10.385;185;1995;157,2;6,3;35;21;32;42;196,5;172,1;264,3;209,7;6,2
328;PORTOVIEJO;San Pablo;-804.604;-10.385;185;1996;163,1;164,5;27;22;13;35;306,3;226,4;164,4;151,9;5,6
329;PORTOVIEJO;12 de Marzo;-804.597;-10.379;185;1997;31,2;264,3;27;21;29;45;242,4;459,4;252,3;173,6;6,1
330;PORTOVIEJO;San Pablo;-804.604;-10.385;185;1998;152,9;251,8;31;20;16;49;340,7;263,9;62;224,8;6,1
331;PORTOVIEJO;Colon;-804.598;-10.38;185;1999;269;336,6;21;20;29;41;287,9;143,4;201,2;236,4;5,7
332;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;185;2000;52;130,6;27;22;35;34;393,5;337,1;228,5;147,3;5,6
333;PORTOVIEJO;Portoviejo;-804.596;-10.383;185;2001;108,1;146,1;26;19;19;36;194,1;165,1;121,6;120,9;5,8
334;PORTOVIEJO;San Pablo;-804.604;-10.385;185;2002;102,5;310,5;30;22;30;38;446,5;241,3;193,6;217,3;5,7
335;PORTOVIEJO;18 de Octubre;-804.599;-10.377;185;2003;81,9;235;25;16;19;35;177;148,4;119,7;315,5;5,7
336;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;185;2004;36,2;102,7;24;22;30;34;252,2;281;161;199,5;6
337;PORTOVIEJO;Colon;-804.598;-10.38;185;2005;102,9;103,5;34;24;31;53;338,8;275,5;207,6;231,3;6,1
338;PORTOVIEJO;12 de Marzo;-804.597;-10.379;185;2006;258,1;156,4;32;21;29;33;257;131;215;293;5,5
339;PORTOVIEJO;San Pablo;-804.604;-10.385;185;2007;127,8;70,5;27;19;14;28;176,9;227,7;235,1;335;5,8
340;PORTOVIEJO;Colon;-804.598;-10.38;185;2008;133;186;25;20;17;52;248,8;249,4;270,2;214,8;6
341;PORTOVIEJO;Andres de Vera;-804.596;-10.378;185;2009;385,9;314,9;20;23;24;32;407,3;293,3;117,2;196,7;5,8
342;PORTOVIEJO;Andres de Vera;-804.596;-10.378;185;2010;128,6;206,5;30;19;29;40;175,2;82;128;251,9;6
343;PORTOVIEJO;San Pablo;-804.604;-10.385;185;2011;123,3;214,5;31;21;21;42;295,1;185,8;357,2;84,9;6,1
344;PORTOVIEJO;Andres de Vera;-804.596;-10.378;185;2012;76,7;155,2;21;22;25;31;411,4;169,6;262,9;189,5;6,1
345;PORTOVIEJO;Colon;-804.598;-10.38;185;2013;243,4;223,8;22;20;32;38;375,3;278,2;261,9;129,1;6,2
346;PORTOVIEJO;Andres de Vera;-804.596;-10.378;185;2014;158;179,3;35;24;14;53;296,6;230,2;280,5;448,6;5,9
347;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;185;2015;268,6;217,1;29;23;21;26;363,4;239,6;76,1;237,3;5,6
348;PORTOVIEJO;Andres de Vera;-804.596;-10.378;185;2016;34,2;246,7;33;21;16;36;248,7;262,1;150,3;261,3;6,2
349;PORTOVIEJO;Colon;-804.598;-10.38;185;2017;292,2;215,5;27;22;30;55;177,4;302,9;248,7;365,9;6,2
350;PORTOVIEJO;12 de Marzo;-804.597;-10.379;185;2018;210;18,5;22;18;22;47;380;242,2;199,9;316,7;6,1
351;PORTOVIEJO;San Pablo;-804.604;-10.385;185;2019;222,8;173,5;31;18;17;37;;;;;5,6
352;PORTOVIEJO;Andres de Vera;-804.596;-10.378;956;1960;;;;0;0;0;;;;;
353;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;1961;387,3;285,8;26;19;24;49;230,1;173;;;5,7
354;PORTOVIEJO;San Pablo;-804.604;-10.385;956;1964;;;;0;0;0;;;;;5,6
355;PORTOVIEJO;18 de Octubre;-804.599;-10.377;956;1965;309,5;207,9;34;21;21;42;573,8;353,1;378,7;312,9;5,8
356;PORTOVIEJO;San Pablo;-804.604;-10.385;956;1966;201,7;348;17;16;19;35;279;227,5;361,9;304,6;5,6
357;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1967;274,2;368,4;29;19;21;28;335,1;314,9;230,2;398,5;5,8
358;PORTOVIEJO;Picoza;-804.601;-10.382;956;1968;411,1;297,8;26;19;20;29;345;236;494,8;399,5;6
359;PORTOVIEJO;Portoviejo;-804.596;-10.383;956;1969;298,7;248,9;33;23;21;28;235,9;470,3;257;429,3;5,8
360;PORTOVIEJO;Colon;-804.598;-10.38;956;1970;334;402,3;27;17;28;32;470,5;264,1;265;346,4;5,6
361;PORTOVIEJO;18 de Octubre;-804.599;-10.377;956;1971;318,9;350;28;22;30;55;321,2;356,5;242;351;6
362;PORTOVIEJO;Andres de Vera;-804.596;-10.378;956;1972;530,4;302,4;31;22;29;25;507,1;345,4;506,2;403,5;5,6
363;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;1973;246,1;258,5;17;16;30;26;498,3;435,6;317,2;329,6;5,9
364;PORTOVIEJO;18 de Octubre;-804.599;-10.377;956;1974;217,2;249,2;17;18;14;35;506,4;364,1;456,2;534,7;5,6
365;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;1975;251;314,7;27;21;15;29;376,3;359,8;352,4;315,9;5,9
366;PORTOVIEJO;San Pablo;-804.604;-10.385;956;1976;318,9;388,7;32;17;32;25;381,9;293,4;356,3;497,9;5,8
367;PORTOVIEJO;Picoza;-804.601;-10.382;956;1977;159,8;331,3;26;24;13;35;449,6;363,8;440,1;474,2;5,9
368;PORTOVIEJO;Portoviejo;-804.596;-10.383;956;1978;224,8;262,3;25;24;20;26;334;340,9;323;410,9;6,1
369;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1979;74,3;128,2;23;16;35;33;291,8;372,5;395;275,2;6,1
370;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;1980;363,1;178;17;19;25;28;229,3;226,1;386,8;428,4;6
371;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;1981;397,5;421,2;33;17;33;36;530,9;349,3;351,1;296,9;6
372;PORTOVIEJO;Portoviejo;-804.596;-10.383;956;1982;358,6;319,4;31;18;18;53;280,7;337;302,4;285,2;5,6
373;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1983;338,5;;28;22;33;34;335;187,6;398,9;604;5,9
374;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;1984;413;363,3;30;17;25;45;443,1;433,4;435,5;408,8;6,1
375;PORTOVIEJO;San Pablo;-804.604;-10.385;956;1985;156,9;88,6;21;24;14;47;249,9;385,8;359,8;435,4;5,7
376;PORTOVIEJO;Andres de Vera;-804.596;-10.378;956;1986;154,6;346,8;34;20;28;46;326,8;395,1;459,4;426,7;5,9
377;PORTOVIEJO;Colon;-804.598;-10.38;956;1987;371,5;388,9;30;18;15;36;276,5;327,8;267;541,5;5,6
378;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1988;213,3;570,8;22;24;13;53;312,6;191,9;336;578,3;6
379;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1989;359;436,1;25;20;23;47;354,1;264,6;216,3;374;5,7
380;PORTOVIEJO;Picoza;-804.601;-10.382;956;1990;330,1;493,6;23;21;18;51;407,8;262,9;394,2;460,6;5,9
381;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1991;324,6;284,1;35;16;32;44;269,3;114,7;358;350,4;5,9
382;PORTOVIEJO;Colon;-804.598;-10.38;956;1992;303,8;327,9;30;20;33;45;294,4;350,9;332,2;295,8;6
383;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1993;436,5;272,9;29;16;20;44;534;428,4;307,7;253,8;5,7
384;PORTOVIEJO;Colon;-804.598;-10.38;956;1994;263,8;256,9;34;24;29;44;290,7;290,9;337,9;518,8;5,9
385;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;1995;222,5;205,2;26;24;12;51;578,4;230,3;343,2;192,9;5,9
386;PORTOVIEJO;Andres de Vera;-804.596;-10.378;956;1996;395,9;277,1;24;23;13;49;295,8;182,5;386,9;518,1;6,2
387;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;1997;305;516,2;17;22;31;26;210,4;277,3;380,3;217,7;5,9
388;PORTOVIEJO;Andres de Vera;-804.596;-10.378;956;1998;181,6;232,8;29;23;20;47;334,2;239,3;115;456,8;5,8
389;PORTOVIEJO;Colon;-804.598;-10.38;956;1999;476,3;334,8;25;17;35;47;347,9;328,2;444,1;379,7;6
390;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2000;333,1;250,5;23;20;34;53;442,4;353,6;277,5;328,7;5,9
391;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2001;257,8;400,5;28;22;25;49;449,3;227;385,7;584,5;5,8
392;PORTOVIEJO;Picoza;-804.601;-10.382;956;2002;319,2;367,2;34;20;19;53;624,8;335,4;269,7;388,3;5,5
393;PORTOVIEJO;Simon Bolivar;-804.603;-10.384;956;2003;346,9;280,7;32;23;25;38;363,4;230,3;335,7;275,3;5,9
394;PORTOVIEJO;Picoza;-804.601;-10.382;956;2004;246,4;144,7;33;19;18;29;347,1;255,3;398,6;522,3;6,2
395;PORTOVIEJO;12 de Marzo;-804.597;-10.379;956;2005;395,9;557,3;20;24;27;49;276,7;202,2;261,5;332;5,9
396;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2006;334,3;463,7;23;20;24;41;221,1;389,6;488,7;478;6
397;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2007;360,7;167;25;16;26;54;280,5;436,8;182,3;387,5;6
398;PORTOVIEJO;Portoviejo;-804.596;-10.383;956;2008;255,7;381;19;17;21;28;452,5;368,4;361,1;346,1;5,5
399;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2009;660,7;369,1;26;22;32;27;331,3;385,2;283,7;483,5;6
400;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2010;252,7;370;18;19;32;45;358,2;125,4;145;244,4;5,6
401;PORTOVIEJO;Francisco Pacheco;-804.6;-10.376;956;2011;409,2;423,3;28;19;29;27;342,9;148,8;221,2;383,2;6,2
