Id;Estacion;longitud2;latitud2;altitud;anio;precipitaciones Dia;precipitaciones Noche;temperatura Dia;temperatura Noche;H. del Suelo Dia;H. del Suelo Noche;Evapotranspiracion Dia;Evapotranspiracion Noche;Velocidad del Viento Dia;Velocidad del Viento Noche;radiacion Solar
281;8;-804.603;-10.384;120;1994;441.2;414.9;28.0;22;35;55;0.2;0.1;2.7;73.5;6.1
282;1;-804.599;-10.377;120;1995;439.8;266.6;17.0;16;23;25;19.2;9.0;2.1;10.6;5.5
283;1;-804.599;-10.377;120;1996;280.3;481.7;26.0;18;24;46;12.3;8.1;0.3;2.7;6.0
284;1;-804.599;-10.377;120;1997;256.1;411.5;18.0;22;31;44;345.5;116.8;388.1;206.3;6.1
285;5;-804.601;-10.382;120;1998;1012.0;669.0;19.0;22;16;45;130.7;7.3;6.1;11.8;6.2
286;2;-804.595;-10.378;120;1999;135.3;569.3;28.0;19;20;35;5.6;1.0;99.9;13.3;5.9
287;8;-804.603;-10.384;120;2000;239.9;281.2;30.0;19;22;46;0.3;2.5;7.7;7.1;5.7
289;1;-804.599;-10.377;120;2002;145.3;540.1;17.0;16;16;48;2.8;0.6;1.9;18.9;6.0
290;3;-804.598;-10.38;120;2003;446.6;386.7;25.0;17;16;45;34.8;8.8;1.1;73.1;6.1
291;4;-804.6;-10.376;120;2004;236.5;204.2;32.0;22;17;35;5.1;2.0;18.1;13.8;5.5
292;4;-804.6;-10.376;120;2005;227.0;245.7;32.0;22;21;26;3.7;0.5;2.0;1.3;6.2
293;2;-804.595;-10.378;120;2006;263.5;629.5;23.0;19;26;36;5.9;9.2;11.2;4.0;6.2
294;5;-804.601;-10.382;120;2007;242.9;272.9;30.0;18;24;40;19.8;0.7;0.5;1.4;6.2
295;1;-804.599;-10.377;120;2008;535.3;490.2;19.0;18;23;44;7.8;67.2;10.8;13.6;5.9
296;7;-804.604;-10.385;120;2009;301.5;288.4;31.0;16;12;32;1.4;0.6;0.3;6.0;5.8
297;4;-804.6;-10.376;120;2010;389.0;835.3;18.0;24;34;35;31.8;1.5;13.8;1.1;5.9
298;6;-804.596;-10.383;120;2011;369.6;490.5;28.0;22;21;44;47.3;1.1;4.2;4.2;5.6
299;4;-804.6;-10.376;120;2012;636.8;782.6;34.0;21;22;43;1.8;1.3;0.9;6.1;5.8
300;8;-804.603;-10.384;120;2013;424.7;491.6;35.0;18;25;27;0.6;2.2;4.9;6.7;6.0
301;1;-804.599;-10.377;120;2014;343.7;398.2;20.0;19;24;33;4.9;0.9;12.5;60.0;6.1
302;1;-804.599;-10.377;120;2015;419.5;553.5;22.0;24;19;47;32.1;1.0;1.2;85.3;5.8
303;8;-804.603;-10.384;120;2016;423.2;383.7;23.0;23;19;34;2.4;1.9;28.2;3.4;5.6
304;3;-804.598;-10.38;120;2017;539.7;577.3;30.0;18;14;31;0.3;4.6;2.2;30.0;6.1
305;0;-804.597;-10.379;120;2018;132.0;550.7;23.0;19;18;46;3.0;0.5;0.8;0.8;6.1
306;6;-804.596;-10.383;120;2019;430.6;750.8;17.0;16;34;26;10.8;0.8;23.4;5.0;6.2
307;1;-804.599;-10.377;185;1961;430.6;750.8;17.0;18;24;43;10.8;0.8;23.4;5.0;5.5
308;6;-804.596;-10.383;185;1976;223.6;153.3;24.0;20;14;28;315.4;0.8;23.4;5.0;5.8
309;0;-804.597;-10.379;185;1977;223.6;180.5;18.0;23;17;50;205.4;439.9;396.0;527.6;5.6
310;5;-804.601;-10.382;185;1978;166.2;128.1;21.0;17;12;36;355.3;210.1;148.1;227.7;6.1
311;8;-804.603;-10.384;185;1979;68.8;44.0;24.0;22;28;54;355.6;157.5;158.7;118.9;5.6
312;8;-804.603;-10.384;185;1980;134.7;31.2;22.0;22;22;46;249.6;301.3;217.2;310.9;6.1
313;2;-804.595;-10.378;185;1981;98.4;280.8;22.0;23;33;47;215.9;275.7;206.7;310.9;5.9
314;4;-804.6;-10.376;185;1982;94.9;288.5;29.0;16;18;44;273.0;273.7;325.3;262.2;6.1
315;6;-804.596;-10.383;185;1983;94.9;288.5;21.0;19;18;45;114.6;65.0;190.7;230.8;5.6
316;5;-804.601;-10.382;185;1984;205.5;292.3;35.0;16;13;31;202.5;355.6;234.4;128.7;6.1
317;4;-804.6;-10.376;185;1985;0.0;149.1;19.0;19;13;31;410.2;201.7;195.1;171.1;5.7
318;1;-804.599;-10.377;185;1986;128.4;208.1;23.0;23;25;43;378.7;182.4;311.7;171.1;6.1
319;7;-804.604;-10.385;185;1987;340.2;526.1;25.0;19;20;43;355.2;222.4;199.0;318.9;5.6
320;1;-804.599;-10.377;185;1988;181.3;166.3;35.0;19;13;54;270.0;183.7;187.0;168.8;6.0
321;6;-804.596;-10.383;185;1989;217.7;181.2;34.0;18;15;36;248.9;229.1;275.4;196.0;5.6
322;6;-804.596;-10.383;185;1990;187.4;84.5;33.0;18;31;25;196.0;231.1;214.2;212.7;5.6
323;7;-804.604;-10.385;185;1991;51.1;186.9;33.0;22;33;41;317.0;112.8;142.8;149.7;6.0
324;4;-804.6;-10.376;185;1992;52.9;86.1;34.0;17;14;44;284.7;202.1;162.2;246.1;5.6
325;1;-804.599;-10.377;185;1993;104.4;203.3;25.0;24;12;34;328.8;247.8;332.6;336.9;6.1
326;6;-804.596;-10.383;185;1994;35.5;146.3;29.0;19;21;26;314.6;172.9;291.6;143.3;5.6
327;7;-804.604;-10.385;185;1995;157.2;6.3;35.0;21;32;42;196.5;172.1;264.3;209.7;6.2
328;7;-804.604;-10.385;185;1996;163.1;164.5;27.0;22;13;35;306.3;226.4;164.4;151.9;5.6
329;0;-804.597;-10.379;185;1997;31.2;264.3;27.0;21;29;45;242.4;459.4;252.3;173.6;6.1
330;7;-804.604;-10.385;185;1998;152.9;251.8;31.0;20;16;49;340.7;263.9;62.0;224.8;6.1
331;3;-804.598;-10.38;185;1999;269.0;336.6;21.0;20;29;41;287.9;143.4;201.2;236.4;5.7
332;8;-804.603;-10.384;185;2000;52.0;130.6;27.0;22;35;34;393.5;337.1;228.5;147.3;5.6
333;6;-804.596;-10.383;185;2001;108.1;146.1;26.0;19;19;36;194.1;165.1;121.6;120.9;5.8
334;7;-804.604;-10.385;185;2002;102.5;310.5;30.0;22;30;38;446.5;241.3;193.6;217.3;5.7
335;1;-804.599;-10.377;185;2003;81.9;235.0;25.0;16;19;35;177.0;148.4;119.7;315.5;5.7
336;4;-804.6;-10.376;185;2004;36.2;102.7;24.0;22;30;34;252.2;281.0;161.0;199.5;6.0
337;3;-804.598;-10.38;185;2005;102.9;103.5;34.0;24;31;53;338.8;275.5;207.6;231.3;6.1
338;0;-804.597;-10.379;185;2006;258.1;156.4;32.0;21;29;33;257.0;131.0;215.0;293.0;5.5
339;7;-804.604;-10.385;185;2007;127.8;70.5;27.0;19;14;28;176.9;227.7;235.1;335.0;5.8
340;3;-804.598;-10.38;185;2008;133.0;186.0;25.0;20;17;52;248.8;249.4;270.2;214.8;6.0
341;2;-804.595;-10.378;185;2009;385.9;314.9;20.0;23;24;32;407.3;293.3;117.2;196.7;5.8
342;2;-804.595;-10.378;185;2010;128.6;206.5;30.0;19;29;40;175.2;82.0;128.0;251.9;6.0
343;7;-804.604;-10.385;185;2011;123.3;214.5;31.0;21;21;42;295.1;185.8;357.2;84.9;6.1
344;2;-804.595;-10.378;185;2012;76.7;155.2;21.0;22;25;31;411.4;169.6;262.9;189.5;6.1
345;3;-804.598;-10.38;185;2013;243.4;223.8;22.0;20;32;38;375.3;278.2;261.9;129.1;6.2
346;2;-804.595;-10.378;185;2014;158.0;179.3;35.0;24;14;53;296.6;230.2;280.5;448.6;5.9
347;4;-804.6;-10.376;185;2015;268.6;217.1;29.0;23;21;26;363.4;239.6;76.1;237.3;5.6
348;2;-804.595;-10.378;185;2016;34.2;246.7;33.0;21;16;36;248.7;262.1;150.3;261.3;6.2
349;3;-804.598;-10.38;185;2017;292.2;215.5;27.0;22;30;55;177.4;302.9;248.7;365.9;6.2
350;0;-804.597;-10.379;185;2018;210.0;18.5;22.0;18;22;47;380.0;242.2;199.9;316.7;6.1
351;7;-804.604;-10.385;185;2019;222.8;173.5;31.0;18;17;37;380.0;242.2;199.9;316.7;5.6
353;0;-804.597;-10.379;956;1961;387.3;285.8;26.0;19;24;49;230.1;173.0;199.9;316.7;5.7
355;1;-804.599;-10.377;956;1965;309.5;207.9;34.0;21;21;42;573.8;353.1;378.7;312.9;5.8
356;7;-804.604;-10.385;956;1966;201.7;348.0;17.0;16;19;35;279.0;227.5;361.9;304.6;5.6
357;8;-804.603;-10.384;956;1967;274.2;368.4;29.0;19;21;28;335.1;314.9;230.2;398.5;5.8
358;5;-804.601;-10.382;956;1968;411.1;297.8;26.0;19;20;29;345.0;236.0;494.8;399.5;6.0
359;6;-804.596;-10.383;956;1969;298.7;248.9;33.0;23;21;28;235.9;470.3;257.0;429.3;5.8
360;3;-804.598;-10.38;956;1970;334.0;402.3;27.0;17;28;32;470.5;264.1;265.0;346.4;5.6
361;1;-804.599;-10.377;956;1971;318.9;350.0;28.0;22;30;55;321.2;356.5;242.0;351.0;6.0
362;2;-804.595;-10.378;956;1972;530.4;302.4;31.0;22;29;25;507.1;345.4;506.2;403.5;5.6
363;0;-804.597;-10.379;956;1973;246.1;258.5;17.0;16;30;26;498.3;435.6;317.2;329.6;5.9
364;1;-804.599;-10.377;956;1974;217.2;249.2;17.0;18;14;35;506.4;364.1;456.2;534.7;5.6
365;4;-804.6;-10.376;956;1975;251.0;314.7;27.0;21;15;29;376.3;359.8;352.4;315.9;5.9
366;7;-804.604;-10.385;956;1976;318.9;388.7;32.0;17;32;25;381.9;293.4;356.3;497.9;5.8
367;5;-804.601;-10.382;956;1977;159.8;331.3;26.0;24;13;35;449.6;363.8;440.1;474.2;5.9
368;6;-804.596;-10.383;956;1978;224.8;262.3;25.0;24;20;26;334.0;340.9;323.0;410.9;6.1
369;8;-804.603;-10.384;956;1979;74.3;128.2;23.0;16;35;33;291.8;372.5;395.0;275.2;6.1
370;0;-804.597;-10.379;956;1980;363.1;178.0;17.0;19;25;28;229.3;226.1;386.8;428.4;6.0
371;0;-804.597;-10.379;956;1981;397.5;421.2;33.0;17;33;36;530.9;349.3;351.1;296.9;6.0
372;6;-804.596;-10.383;956;1982;358.6;319.4;31.0;18;18;53;280.7;337.0;302.4;285.2;5.6
373;8;-804.603;-10.384;956;1983;338.5;319.4;28.0;22;33;34;335.0;187.6;398.9;604.0;5.9
374;0;-804.597;-10.379;956;1984;413.0;363.3;30.0;17;25;45;443.1;433.4;435.5;408.8;6.1
375;7;-804.604;-10.385;956;1985;156.9;88.6;21.0;24;14;47;249.9;385.8;359.8;435.4;5.7
376;2;-804.595;-10.378;956;1986;154.6;346.8;34.0;20;28;46;326.8;395.1;459.4;426.7;5.9
377;3;-804.598;-10.38;956;1987;371.5;388.9;30.0;18;15;36;276.5;327.8;267.0;541.5;5.6
378;8;-804.603;-10.384;956;1988;213.3;570.8;22.0;24;13;53;312.6;191.9;336.0;578.3;6.0
379;8;-804.603;-10.384;956;1989;359.0;436.1;25.0;20;23;47;354.1;264.6;216.3;374.0;5.7
380;5;-804.601;-10.382;956;1990;330.1;493.6;23.0;21;18;51;407.8;262.9;394.2;460.6;5.9
381;8;-804.603;-10.384;956;1991;324.6;284.1;35.0;16;32;44;269.3;114.7;358.0;350.4;5.9
382;3;-804.598;-10.38;956;1992;303.8;327.9;30.0;20;33;45;294.4;350.9;332.2;295.8;6.0
383;8;-804.603;-10.384;956;1993;436.5;272.9;29.0;16;20;44;534.0;428.4;307.7;253.8;5.7
384;3;-804.598;-10.38;956;1994;263.8;256.9;34.0;24;29;44;290.7;290.9;337.9;518.8;5.9
385;0;-804.597;-10.379;956;1995;222.5;205.2;26.0;24;12;51;578.4;230.3;343.2;192.9;5.9
386;2;-804.595;-10.378;956;1996;395.9;277.1;24.0;23;13;49;295.8;182.5;386.9;518.1;6.2
387;8;-804.603;-10.384;956;1997;305.0;516.2;17.0;22;31;26;210.4;277.3;380.3;217.7;5.9
388;2;-804.595;-10.378;956;1998;181.6;232.8;29.0;23;20;47;334.2;239.3;115.0;456.8;5.8
389;3;-804.598;-10.38;956;1999;476.3;334.8;25.0;17;35;47;347.9;328.2;444.1;379.7;6.0
390;4;-804.6;-10.376;956;2000;333.1;250.5;23.0;20;34;53;442.4;353.6;277.5;328.7;5.9
391;4;-804.6;-10.376;956;2001;257.8;400.5;28.0;22;25;49;449.3;227.0;385.7;584.5;5.8
392;5;-804.601;-10.382;956;2002;319.2;367.2;34.0;20;19;53;624.8;335.4;269.7;388.3;5.5
393;8;-804.603;-10.384;956;2003;346.9;280.7;32.0;23;25;38;363.4;230.3;335.7;275.3;5.9
394;5;-804.601;-10.382;956;2004;246.4;144.7;33.0;19;18;29;347.1;255.3;398.6;522.3;6.2
395;0;-804.597;-10.379;956;2005;395.9;557.3;20.0;24;27;49;276.7;202.2;261.5;332.0;5.9
396;4;-804.6;-10.376;956;2006;334.3;463.7;23.0;20;24;41;221.1;389.6;488.7;478.0;6.0
397;4;-804.6;-10.376;956;2007;360.7;167.0;25.0;16;26;54;280.5;436.8;182.3;387.5;6.0
398;6;-804.596;-10.383;956;2008;255.7;381.0;19.0;17;21;28;452.5;368.4;361.1;346.1;5.5
399;4;-804.6;-10.376;956;2009;660.7;369.1;26.0;22;32;27;331.3;385.2;283.7;483.5;6.0
400;4;-804.6;-10.376;956;2010;252.7;370.0;18.0;19;32;45;358.2;125.4;145.0;244.4;5.6
401;4;-804.6;-10.376;956;2011;409.2;423.3;28.0;19;29;27;342.9;148.8;221.2;383.2;6.2
402;3;-804.598;-10.38;956;2012;433.9;482.5;20.0;16;16;51;372.7;300.5;125.8;406.5;6.1
403;6;-804.596;-10.383;956;2013;255.8;374.3;35.0;17;33;32;498.4;464.7;366.5;493.7;6.0
404;4;-804.6;-10.376;956;2014;465.5;348.2;32.0;21;22;47;373.9;321.0;354.0;479.2;6.0
405;0;-804.597;-10.379;956;2015;464.1;300.2;29.0;16;31;55;485.1;358.3;215.7;362.7;6.0
406;6;-804.596;-10.383;956;2016;190.7;469.0;25.0;18;20;25;259.1;238.5;424.4;300.9;5.6
407;1;-804.599;-10.377;956;2017;721.6;351.6;22.0;21;30;36;308.6;310.2;386.0;376.2;5.7
408;8;-804.603;-10.384;956;2018;395.3;227.8;35.0;17;23;52;374.7;487.6;262.8;383.7;5.6
409;1;-804.599;-10.377;956;2019;435.1;418.0;21.0;17;22;46;303.0;233.5;199.9;372.6;5.9
412;2;-804.595;-10.378;2262;1999;38.1;95.7;24.0;18;15;38;1.3;3.5;72.2;66.5;6.0
413;5;-804.601;-10.382;2262;2000;64.0;76.0;33.0;24;15;29;15.9;5.3;70.2;16.5;5.8
416;5;-804.601;-10.382;2262;2003;22.8;44.3;27.0;22;34;54;10.5;0.5;18.8;69.8;6.2
417;5;-804.601;-10.382;2262;2004;24.7;14.6;28.0;19;29;43;5.2;0.1;42.6;54.1;5.5
418;6;-804.596;-10.383;2262;2005;22.0;60.8;25.0;21;21;34;6.3;17.8;35.5;27.4;6.0
419;3;-804.598;-10.38;2262;2006;37.2;61.3;30.0;18;34;55;3.8;5.4;7.2;50.3;5.8
420;8;-804.603;-10.384;2262;2007;32.3;31.4;30.0;24;13;28;10.2;12.9;3.2;105.9;6.1
421;1;-804.599;-10.377;2262;2008;54.1;82.4;21.0;22;21;27;3.2;27.3;29.7;104.4;6.1
423;2;-804.595;-10.378;2262;2010;12.1;26.6;28.0;20;12;48;48.4;6.2;50.8;21.1;5.8
424;5;-804.601;-10.382;2262;2011;47.7;60.5;35.0;21;24;32;40.7;35.0;15.8;45.7;6.0
425;4;-804.6;-10.376;2262;2012;65.2;55.3;29.0;16;26;35;2.0;3.7;18.0;21.2;6.0
426;2;-804.595;-10.378;2262;2013;16.7;98.7;29.0;19;16;43;0.9;9.1;10.8;80.8;5.6
427;4;-804.6;-10.376;2262;2014;78.7;62.9;28.0;23;14;52;0.3;0.6;39.7;85.2;6.2
428;1;-804.599;-10.377;2262;2015;45.9;39.0;31.0;23;23;47;26.6;0.3;4.1;74.0;5.7
429;3;-804.598;-10.38;2262;2016;37.7;9.1;29.0;17;19;44;0.2;1.4;37.4;65.9;6.1
430;7;-804.604;-10.385;2262;2017;37.7;9.1;29.0;22;22;25;0.2;1.4;1.0;83.1;6.1
431;2;-804.595;-10.378;2600;1984;53.8;155.7;27.0;18;18;53;22.4;21.9;139.8;116.8;5.5
432;5;-804.601;-10.382;2600;1992;53.8;155.7;27.0;18;14;49;22.4;21.9;139.8;116.8;5.8
433;2;-804.595;-10.378;2600;1998;53.8;155.7;27.0;19;17;28;22.4;21.9;139.8;116.8;5.6
434;4;-804.6;-10.376;2600;1999;53.8;150.1;24.0;19;28;32;7.2;103.8;0.0;5.0;5.6
435;1;-804.599;-10.377;2600;2000;13.1;37.4;18.0;21;18;50;18.0;3.0;74.2;0.0;5.7
437;5;-804.601;-10.382;2400;1984;25.8;134.6;31.0;20;19;40;21.1;12.0;118.4;98.6;6.0
438;1;-804.599;-10.377;2400;1987;25.8;134.6;31.0;22;26;29;21.1;12.0;118.4;98.6;5.6
439;3;-804.598;-10.38;53;1982;25.8;134.6;21.0;16;27;33;2.9;12.0;118.4;98.6;6.0
440;0;-804.597;-10.379;53;1983;25.8;410.5;27.0;20;35;27;95.1;4.5;118.4;20.3;6.0
441;7;-804.604;-10.385;53;1984;6.2;268.7;23.0;21;33;55;6.0;9.9;7.9;12.0;5.5
442;3;-804.598;-10.38;53;1985;27.1;13.8;19.0;23;34;54;22.0;2.7;3.1;6.9;5.9
443;7;-804.604;-10.385;53;1986;173.0;35.8;28.0;19;34;45;5.0;4.6;8.3;5.3;5.8
444;8;-804.603;-10.384;53;1987;164.1;35.8;25.0;19;14;27;3.2;6.3;6.0;7.6;5.5
445;5;-804.601;-10.382;53;1988;86.3;141.2;27.0;18;29;30;2.2;4.6;5.1;7.1;6.1
446;7;-804.604;-10.385;53;1989;163.0;271.5;35.0;17;23;55;0.2;4.6;5.1;7.1;6.0
456;1;-804.599;-10.377;508;1965;144.8;304.6;25.0;21;29;53;261.3;350.7;401.9;168.5;5.7
457;7;-804.604;-10.385;508;1966;144.8;91.9;20.0;22;28;41;261.3;234.1;226.7;256.8;6.0
458;1;-804.599;-10.377;508;1967;280.6;112.8;19.0;16;32;46;405.0;235.6;18.5;356.0;5.9
459;6;-804.596;-10.383;508;1968;204.0;231.7;33.0;19;34;32;349.0;274.2;382.4;389.0;5.6
460;6;-804.596;-10.383;508;1969;77.8;231.7;33.0;20;20;34;205.2;291.8;121.4;205.4;5.9
461;4;-804.6;-10.376;508;1970;77.8;231.7;32.0;24;34;35;201.7;110.2;332.5;183.5;5.8
462;4;-804.6;-10.376;508;1971;258.1;194.0;19.0;17;31;48;187.1;268.3;125.0;249.7;6.0
463;4;-804.6;-10.376;508;1972;216.8;206.1;17.0;22;12;37;256.5;132.7;125.0;249.7;6.0
464;4;-804.6;-10.376;310;1962;192.0;207.3;24.0;24;35;39;352.2;132.7;125.0;249.7;5.8
465;0;-804.597;-10.379;310;1963;192.0;144.0;24.0;22;17;51;352.2;132.7;125.0;249.7;5.6
466;3;-804.598;-10.38;310;1966;192.0;144.0;24.0;16;32;36;257.7;118.0;336.0;160.2;5.5
467;1;-804.599;-10.377;310;1967;235.1;107.6;34.0;24;28;41;314.7;185.4;148.4;405.0;5.7
468;4;-804.6;-10.376;310;1968;325.2;129.0;24.0;16;32;26;243.3;182.6;341.6;343.9;5.6
469;4;-804.6;-10.376;310;1969;220.8;240.9;21.0;16;31;36;182.8;354.2;118.4;116.9;5.6
470;8;-804.603;-10.384;310;1970;263.5;214.6;17.0;20;13;30;252.8;233.1;210.8;261.2;5.7
471;4;-804.6;-10.376;310;1971;335.2;256.9;22.0;20;20;30;219.9;191.1;226.6;371.7;6.0
472;0;-804.597;-10.379;310;1972;369.3;159.2;27.0;18;15;30;351.1;224.7;226.6;427.2;5.9
473;5;-804.601;-10.382;310;1973;216.9;287.9;32.0;22;21;36;320.8;258.8;360.9;256.2;6.0
474;3;-804.598;-10.38;310;1974;210.7;214.3;20.0;22;23;50;283.7;342.7;393.1;315.3;5.8
475;4;-804.6;-10.376;310;1975;309.2;230.5;21.0;20;14;39;255.6;269.3;196.4;277.4;5.7
476;8;-804.603;-10.384;310;1976;395.5;181.3;20.0;17;35;45;242.8;226.9;406.8;300.2;5.9
477;3;-804.598;-10.38;310;1977;55.3;248.2;24.0;17;33;30;283.9;185.8;406.8;262.4;6.1
478;2;-804.595;-10.378;310;1978;127.9;341.1;34.0;17;23;42;301.7;174.1;214.5;225.2;6.1
479;3;-804.598;-10.38;310;1979;40.5;111.0;24.0;18;19;52;269.0;164.4;64.5;163.5;5.5
480;0;-804.597;-10.379;310;1980;186.3;47.5;24.0;22;21;54;269.0;164.4;64.5;163.5;5.9
481;6;-804.596;-10.383;2200;1963;186.3;47.5;21.0;16;28;29;8.9;11.3;2.5;33.0;5.6
482;4;-804.6;-10.376;2200;1964;0.7;28.9;25.0;21;30;27;5.2;27.5;27.3;45.2;6.0
483;5;-804.601;-10.382;2200;1965;30.1;18.3;29.0;20;15;34;6.1;1.5;34.2;100.4;6.0
484;6;-804.596;-10.383;2200;1966;21.8;59.1;33.0;19;24;25;10.7;43.6;22.1;63.5;5.9
485;0;-804.597;-10.379;2200;1967;37.0;75.6;19.0;21;20;44;24.6;2.8;22.1;67.6;6.0
486;7;-804.604;-10.385;2200;1968;80.5;107.1;19.0;16;21;30;18.3;28.3;75.6;76.3;6.0
487;6;-804.596;-10.383;2200;1969;93.1;67.3;19.0;20;18;51;0.3;17.7;79.3;104.4;6.0
488;0;-804.597;-10.379;2200;1970;75.1;80.9;26.0;18;12;41;15.1;13.1;35.7;63.3;6.2
489;5;-804.601;-10.382;2200;1971;123.1;97.2;19.0;21;17;27;9.2;7.7;54.5;77.2;5.6
490;8;-804.603;-10.384;2200;1972;65.3;148.8;33.0;20;34;37;35.3;27.8;2.0;121.5;6.1
491;7;-804.604;-10.385;2200;1973;9.9;49.0;20.0;22;24;32;21.3;16.7;102.0;43.6;6.2
492;0;-804.597;-10.379;2200;1974;158.9;17.0;31.0;20;35;49;1.3;33.5;83.3;71.4;6.1
493;3;-804.598;-10.38;2200;1975;56.7;166.2;35.0;24;35;47;117.7;17.8;13.6;79.0;5.9
495;4;-804.6;-10.376;2200;1977;5.5;31.5;28.0;18;23;47;4.3;21.8;12.4;55.0;5.7
496;5;-804.601;-10.382;2200;1978;31.7;32.5;30.0;22;14;34;3.4;5.0;28.5;5.8;5.7
497;1;-804.599;-10.377;2200;1979;7.8;25.0;32.0;19;12;37;11.8;68.6;19.2;48.5;6.0
499;7;-804.604;-10.385;2200;1981;29.8;13.9;20.0;22;30;30;28.4;9.4;11.3;56.9;5.8
500;3;-804.598;-10.38;2200;1982;63.1;44.0;23.0;21;12;45;28.4;15.4;31.0;72.1;6.0
501;5;-804.601;-10.382;2200;1983;56.2;75.5;31.0;19;22;44;2.5;23.0;18.8;70.2;5.9
502;1;-804.599;-10.377;2200;1984;58.8;90.8;19.0;21;29;45;5.5;19.2;87.4;71.3;6.1
503;4;-804.6;-10.376;2200;1985;58.4;20.9;27.0;23;35;50;5.2;21.6;52.7;22.8;6.0
504;1;-804.599;-10.377;2200;1986;37.0;127.2;24.0;20;14;52;2.9;2.2;20.8;110.8;6.2
505;1;-804.599;-10.377;2200;1987;25.6;30.2;22.0;20;29;54;10.5;21.9;51.7;80.5;6.0
506;6;-804.596;-10.383;2200;1988;50.7;30.2;27.0;19;13;47;48.2;22.1;51.7;80.5;5.8
507;5;-804.601;-10.382;2200;1989;13.3;10.7;22.0;16;21;30;26.9;0.6;64.1;69.9;5.7
510;8;-804.603;-10.384;2200;1992;17.8;1.0;23.0;18;27;41;12.0;7.7;73.2;31.9;5.8
511;3;-804.598;-10.38;2200;1993;17.1;84.9;23.0;17;32;46;10.4;2.8;70.3;42.1;5.8
512;5;-804.601;-10.382;2200;1994;127.9;92.3;35.0;18;34;35;4.4;6.0;0.0;20.5;6.0
514;8;-804.603;-10.384;2200;1996;113.4;58.2;21.0;16;17;42;43.3;60.4;0.0;136.3;5.8
516;5;-804.601;-10.382;2200;1998;0.0;15.4;19.0;20;14;49;20.1;16.9;9.8;88.8;5.9
517;1;-804.599;-10.377;2200;1999;94.1;210.9;26.0;17;16;33;14.0;23.7;99.7;78.3;5.7
520;0;-804.597;-10.379;2200;2002;40.4;19.6;33.0;23;35;34;3.2;11.2;19.5;90.0;5.6
521;0;-804.597;-10.379;2200;2003;4.8;62.9;27.0;16;13;39;26.4;5.8;48.0;105.0;6.0
524;8;-804.603;-10.384;2200;2006;34.2;34.5;26.0;16;24;34;8.0;9.6;3.4;79.1;5.6
525;8;-804.603;-10.384;2200;2007;39.9;56.6;34.0;16;13;44;7.6;37.9;2.0;100.9;5.8
526;7;-804.604;-10.385;2200;2008;81.5;74.0;24.0;21;17;37;6.4;36.1;21.1;147.0;5.5
527;8;-804.603;-10.384;2200;2009;111.7;85.5;20.0;18;33;52;8.6;1.6;19.7;58.4;5.5
528;8;-804.603;-10.384;2200;2010;27.7;67.6;17.0;22;19;55;63.4;44.3;75.9;56.8;5.8
529;2;-804.595;-10.378;2200;2011;44.0;117.0;17.0;18;13;35;38.4;40.5;14.2;49.0;5.5
531;7;-804.604;-10.385;2200;2013;32.6;114.3;21.0;23;17;47;18.8;7.0;0.0;54.2;5.5
532;6;-804.596;-10.383;2200;2014;52.6;13.3;18.0;21;23;36;3.0;2.7;33.1;66.5;5.6
533;5;-804.601;-10.382;2200;2015;42.0;97.4;22.0;24;18;50;14.6;1.0;1.1;46.2;5.6
538;3;-804.598;-10.38;2955;1964;12.8;65.7;24.0;18;22;35;21.2;20.3;43.2;69.1;6.1
539;5;-804.601;-10.382;2955;1965;67.6;27.8;18.0;17;23;52;0.9;9.9;44.3;91.8;5.9
540;3;-804.598;-10.38;2955;1966;8.8;59.3;21.0;17;15;35;28.4;51.6;61.0;81.8;6.1
541;1;-804.599;-10.377;2955;1967;35.7;134.7;24.0;21;24;33;15.5;13.2;16.8;169.2;6.1
542;0;-804.597;-10.379;2955;1968;56.6;118.2;35.0;21;16;40;6.3;52.2;98.7;82.3;5.7
544;7;-804.604;-10.385;2955;1970;106.8;211.1;31.0;24;17;25;17.1;9.6;31.2;109.9;6.2
545;8;-804.603;-10.384;2955;1971;148.6;146.5;25.0;19;33;28;5.6;18.3;74.2;162.8;6.1
546;5;-804.601;-10.382;2955;1972;133.6;133.3;32.0;16;13;41;9.5;8.8;32.2;46.6;5.9
547;2;-804.595;-10.378;2955;1973;35.0;72.3;28.0;23;33;25;34.0;35.5;83.9;404.0;6.1
548;4;-804.6;-10.376;2955;1974;94.6;133.1;32.0;23;25;44;18.7;11.0;67.6;135.9;5.9
549;7;-804.604;-10.385;2955;1975;79.0;130.3;28.0;20;24;26;88.7;36.8;22.2;167.3;5.8
550;0;-804.597;-10.379;2955;1976;70.2;130.5;18.0;22;15;29;4.5;4.7;17.1;112.0;6.2
551;1;-804.599;-10.377;2955;1977;51.1;34.5;28.0;16;15;34;10.0;44.2;62.5;88.1;6.0
552;3;-804.598;-10.38;2955;1978;34.8;100.4;34.0;22;28;54;18.3;2.7;53.8;2.6;6.1
553;0;-804.597;-10.379;2955;1979;29.3;41.6;33.0;24;18;43;19.1;68.5;138.2;83.9;6.1
554;0;-804.597;-10.379;2955;1980;110.8;158.8;34.0;24;22;34;4.5;19.4;39.5;128.5;5.9
555;0;-804.597;-10.379;2955;1981;36.1;86.6;35.0;17;33;55;22.3;39.0;12.2;107.5;5.8
